Month (text),GMT,London Mean Roadside:Nitric Oxide (ug/m3),London Mean Roadside:Nitrogen Dioxide (ug/m3),London Mean Roadside:Oxides of Nitrogen (ug/m3),London Mean Roadside:Ozone (ug/m3),London Mean Roadside:PM10 Particulate (ug/m3),London Mean Roadside:PM2.5 Particulate (ug/m3),London Mean Roadside:Sulphur Dioxide (ug/m3),London Mean Background:Nitric Oxide (ug/m3),London Mean Background:Nitrogen Dioxide (ug/m3),London Mean Background:Oxides of Nitrogen (ug/m3),London Mean Background:Ozone (ug/m3),London Mean Background:PM10 Particulate (ug/m3),London Mean Background:PM2.5 Particulate (ug/m3),London Mean Background:Sulphur Dioxide (ug/m3)
Jan-18,18:00,57,61,148.4,20.7,21.7,11.7,2.9,15.1,41.7,59.3,29.3,16.2,11.4,2.1
Jan-18,19:00,49.6,57.1,133.2,21.7,22.1,12.1,2.7,13.5,39.9,55.5,30.3,16.8,12.3,2
Jan-18,20:00,42.7,51.4,116.9,24.1,21.7,11.8,2.4,12.6,36.2,51,33.1,17.1,12.5,1.9
Jan-18,21:00,38.6,47.7,106.9,25.5,20.2,11.1,2.4,12.4,33.7,48.6,34.4,16.4,11.8,1.9
Jan-18,22:00,36.7,44.5,100.7,27.4,19.1,10.6,2.5,12.4,30.8,46.2,36.5,15.6,11.6,1.8
Jan-18,23:00,32.8,40.2,90.5,29.4,18.2,10.4,2.4,12.2,27.6,42.9,38.6,15.3,11.6,1.7
Feb-18,00:00,30.1,42.9,89.1,26,20.4,12.7,2.4,10.8,33.2,47.5,32.8,16.9,13.9,1.5
Feb-18,01:00,22,36.8,70.6,29.1,18.3,11.7,2.2,8.3,30.3,40.9,34.7,16,13,1.2
Feb-18,02:00,18.3,33,61.1,30.7,17.2,11,2.1,6.4,26.5,34.2,37,15.4,13.1,1.2
Feb-18,03:00,17.8,32,59.3,30.7,16.4,10.3,1.9,6,25.3,32.3,37.1,14.5,12.3,1.1
Feb-18,04:00,21.7,34.1,67.3,29.3,16.5,10.1,2.5,7,25.9,34.2,36.6,14.1,12,1.2
Feb-18,05:00,35.5,41.9,96.3,24.5,18,10.5,3.6,9.6,29.7,41.3,33.9,14.4,11.6,1.2
Feb-18,06:00,65.4,57.7,158.1,17.8,21.5,12,4.3,17.8,39.7,62.6,26.9,15.8,11.9,1.4
Feb-18,07:00,90.4,67.7,206.3,14.7,24,13.7,4.5,30.1,48.2,89.7,21.5,17.4,13,1.9
Feb-18,08:00,87.2,66.9,200.6,16.7,26,14,4.3,30.1,47.7,88.8,23.9,19.2,14,2
Feb-18,09:00,73.5,60.9,173.6,22.1,27.9,13.4,3.7,21.8,41,69.5,31.6,19.3,13.5,1.9
Feb-18,10:00,61.8,54.1,148.7,28.2,28.2,11.9,3.6,15.3,33.3,51.9,40.8,18.2,12.1,1.7
Feb-18,11:00,54.6,50.2,134,31.3,27.7,11.3,3.3,12.5,29.3,44,46.1,17.6,11.5,1.7
Feb-18,12:00,51.4,49,127.8,33,26.6,10.7,3.1,11.5,27.8,41,48.5,16.9,11,1.7
Feb-18,13:00,49.5,47.9,123.7,33.9,26.4,10.4,3.1,10.4,26.7,38.8,50.4,16.3,10.7,1.6
Feb-18,14:00,48.2,48.7,122.6,33.4,24.8,10.2,3.1,10.6,27.7,40.4,49.7,15.8,10.2,1.6
Feb-18,15:00,49,51.8,126.8,32.1,24.1,9.5,3.6,9.9,30.2,41.4,47.9,15.3,9.9,1.5
Feb-18,16:00,50.7,56.1,133.8,29.1,24,10.1,3.4,9.6,34.5,45,43.9,15.4,9.7,1.5
Feb-18,17:00,52.4,61.1,141.5,25.6,23.9,11.3,3.5,10.6,40.9,53.3,37.4,16.2,10.9,1.4
Feb-18,18:00,54.2,64.6,147.8,22.3,25.3,12.6,3.2,10.8,44.8,58.1,32.5,17.6,12.4,1.4
Feb-18,19:00,49,62.9,138.1,21.2,26,13.2,3,11.7,45.2,60.1,31.1,18.3,13.6,1.4
Feb-18,20:00,43.7,59.6,126.6,21.1,27,13.9,2.7,11.7,43.9,59,30.3,19,14.7,1.4
Feb-18,21:00,40.3,55,116.8,23.3,26,13.9,2.5,11.4,40.5,55.2,31.7,18.8,14.7,1.5
Feb-18,22:00,39.4,52.1,112.4,24.4,24.5,13.6,2.3,11.7,37.9,53.3,32.8,18.1,14.4,1.5
Feb-18,23:00,36.3,48.3,104,25.2,23,14,2.2,11.5,35.2,50.9,33.3,18.3,15,1.4
Mar-18,00:00,24.3,42.3,79.6,29.9,24.1,15.9,3.4,9.1,33.1,44.8,38.8,21.6,15.5,1.8
Mar-18,01:00,18.4,35.9,64.1,35.1,22.5,15,3.3,7.4,29.6,39.1,41.3,20.6,14.7,1.6
Mar-18,02:00,15.3,31.9,55.4,35.8,21.8,14.1,3.1,6.2,25.1,32.7,43.9,20,14.4,1.7
Mar-18,03:00,15.7,31.1,55.2,35.8,20.8,13.4,3.3,5.6,23.4,29.7,43.8,19.4,13.6,1.8
Mar-18,04:00,21,34,66.2,33.3,20.9,13.2,4,6.7,24.5,32.3,42.6,18.4,13,1.8
Mar-18,05:00,35.3,43.1,97.2,27.5,21.6,13.2,5.1,10,30.3,42.1,37.8,18.1,12.5,1.7
Mar-18,06:00,57.7,55.7,144.2,21.2,23.7,15,5.3,16.1,38.1,57.8,32.1,19,12.6,1.8
Mar-18,07:00,67.9,60.9,165.1,21.2,26,15.5,4.8,19,41.7,65.6,31.3,19.7,13.2,1.9
Mar-18,08:00,65.5,59.6,159.9,24.4,28.9,15.7,4.5,18.2,40.3,62.7,35.5,20.8,13.9,2
Mar-18,09:00,60.4,57.3,150,28.4,30.9,15.5,4.7,15.3,36.4,54.7,41.4,21.2,13.6,2.1
Mar-18,10:00,56.1,54.3,140.3,31.5,29.3,14.4,4.3,12.4,32.4,46.7,47.4,19.6,12.8,2
Mar-18,11:00,50,51.8,128.5,33.5,28.8,14.2,4.1,10.5,29.6,41.1,51.6,19.6,12.4,1.9
Mar-18,12:00,48.1,51,124.8,34.4,28.7,14,4,9.4,28.4,38.4,53.1,19.8,11.9,1.9
Mar-18,13:00,45.7,50.8,120.9,34.5,28.7,14.4,3.9,8.9,28.4,37.9,54.3,19.5,12.3,1.9
Mar-18,14:00,44.9,50.5,119.3,34.9,28.2,14,3.9,8.9,28.8,38.2,54.3,19.4,12.2,1.8
Mar-18,15:00,45.6,52.1,122,34.3,27.8,14.2,4.2,9.1,30.5,40.2,52.6,19.3,12.6,1.9
Mar-18,16:00,45.5,55.4,125.2,32.5,27,14,3.9,8.7,33.3,42.1,50.9,18.9,12.1,1.9
Mar-18,17:00,45,58.8,127.7,30.8,26.9,14.5,3.9,8.1,37.8,45.3,46.3,19.9,12.7,1.8
Mar-18,18:00,46.5,63.9,135.2,26.8,27.7,15.7,3.8,8.9,43.4,51.7,39.8,21,13.6,1.8
Mar-18,19:00,44.6,64.7,133.1,24.5,29.5,17.3,3.8,10.2,46.8,57.9,35.3,22.6,15.1,1.8
Mar-18,20:00,40.1,60.8,122.3,25.2,28.8,18,4,9.9,45.2,56.1,34.6,23,16.2,1.8
Mar-18,21:00,36.9,57.4,114,25.7,27.5,17.1,3.8,10.3,43,54,35.2,22.3,15.6,1.8
Mar-18,22:00,35.3,53.6,107.7,26.7,26,15.8,3.6,9.8,39.4,50.4,36.3,21.2,14.9,1.7
Mar-18,23:00,30.9,48.7,96.1,27.9,24.9,15.8,3.4,9.1,35.7,46.5,38,20.8,14.9,1.7
Apr-18,00:00,13.7,34,55,38.6,22.2,16.7,0.9,3.5,25.2,29.5,47.2,20.2,15.5,0.9
Apr-18,01:00,10.6,29.4,45.7,40.2,22.1,17,0.7,3.1,22.8,25.6,47.3,20.5,15.9,0.9
Apr-18,02:00,10.5,28.6,44.7,38.2,22,17.6,0.8,2.9,21.3,24.3,47.7,20.4,16.1,0.9
Apr-18,03:00,13,30,50,35.8,22.4,18,1,3.4,21.4,25,45.5,20.4,16.1,0.8
Apr-18,04:00,23.3,37,72.7,30,23.9,18.5,2.4,5.6,24.9,30.9,41.1,20.4,16.4,0.9
Apr-18,05:00,44,49.3,116.8,23.8,26.5,19.2,2.2,11.5,31.2,43.9,36.2,21.3,16.7,1.1
Apr-18,06:00,60.5,56.7,149.5,23,28,19,2,15.2,35.7,54.2,34,21.7,15.9,1.1
Apr-18,07:00,59.3,55.1,145.9,26.1,28,17.4,1.9,15.3,35.2,54.5,37.9,21.9,15.1,1.2
Apr-18,08:00,56.3,53.1,139.4,29.5,28.1,17,1.8,13.8,32.4,49.4,43,22.2,14.2,1.3
Apr-18,09:00,52.8,51.6,132.5,32.5,27.7,15.9,1.7,11.4,29.6,43,48.7,21.1,13.5,1.3
Apr-18,10:00,48.2,50.3,124.3,36,28.1,15.1,1.3,9.4,26.8,37.5,54.4,20.8,12.7,1.3
Apr-18,11:00,45.2,48.7,118,38.9,26.9,14.2,1.2,8.4,24.9,34.5,58.8,20.3,12.3,1.1
Apr-18,12:00,41.6,47.5,111.3,40.9,27.3,14.2,1.1,7.9,24.1,32.7,61.9,20.1,12.9,1.1
Apr-18,13:00,40,47.4,108.7,42.6,26.8,14.4,1.4,7.7,24,32.9,64.6,20.4,13.1,1.1
Apr-18,14:00,39.6,49.1,109.9,43.1,26.4,14.3,1.2,7.1,24.9,32.3,66.4,20,12.1,1.2
Apr-18,15:00,37.5,49,106.5,44.7,25.3,14.5,1.4,6.9,25.9,32.7,66.2,19.2,12.6,1.2
Apr-18,16:00,36.3,50.9,106.5,44.6,25,14.6,1.3,6.3,27.4,33.4,65.1,19.6,13,1.2
Apr-18,17:00,36.6,53.7,109.8,41.4,25.5,15.9,1.2,5.6,29.9,34.7,60.9,19.9,13.2,1.2
Apr-18,18:00,33.2,54.4,105.4,37.3,26.1,17.2,1,5.3,33.4,37.9,54.3,20.5,13.9,1.1
Apr-18,19:00,29.5,53.8,99,33.3,26.9,18.9,0.9,5.2,35.6,39.7,48.6,21.8,15.4,1.1
Apr-18,20:00,28.4,52.4,95.9,32,27,20,0.9,5.1,35.4,39.6,46.6,22.4,16.4,1
Apr-18,21:00,28.6,50.4,94.3,32.4,26.1,19,0.8,5.5,34.7,39.3,45.2,21.8,16.3,1
Apr-18,22:00,25.9,47.5,87.3,32.8,24.4,18.1,0.7,5.1,32.7,37.3,45.4,20.6,15.9,1
Apr-18,23:00,20.4,42.6,73.9,34.3,23.6,17.6,0.6,4.2,29.3,33.8,46.4,20.6,15.6,0.9
May-18,00:00,15.8,42.5,66.8,36.5,27.9,20.7,0.7,4.2,31.8,34.9,45.9,24.7,18.4,3.7
May-18,01:00,12.2,35.9,54.6,38.7,26.8,20.3,0.9,3.3,27.9,30.8,46.5,24,18.1,3.5
May-18,02:00,11.8,33.6,51.6,36.2,25.7,19.7,0.8,3.1,24.7,27.9,46.1,23.5,17.8,3.6
May-18,03:00,15.1,34.6,57.7,31.5,25.9,19.3,0.9,4.3,24.7,29.7,42.3,22.9,17.5,3.6
May-18,04:00,27.2,41,82.7,27,27.1,19.3,1.7,6.6,26.9,35.2,39.3,23,16.7,3.6
May-18,05:00,47.2,51.3,123.7,24.3,29.2,19.8,2.2,11.6,31.1,46.1,37.7,23.4,16.5,3.8
May-18,06:00,58.9,57.7,147.9,26.3,31.8,21.1,1.9,14.5,33.8,53.1,39.5,24.7,17.9,4
May-18,07:00,56.6,57.3,144.1,30.7,32.3,20.8,1.4,13.5,33.5,51.4,44.8,26.2,18.4,4.2
May-18,08:00,52.7,55.9,136.7,34.6,31.7,19.2,1.6,11.2,30.9,45.3,50.7,25.6,17,4.3
May-18,09:00,46.2,51.8,122.6,39.1,30.3,18.2,1.6,9.1,27,38.4,58.8,24.2,16.2,4.1
May-18,10:00,42.2,50,114.7,43.6,29.7,17.3,1.6,7,23.4,31.7,66.7,24,14.9,4
May-18,11:00,38.7,49.1,108.5,47.3,29.7,16.8,1.4,5.8,21.8,28.4,72.8,23.7,14.6,3.9
May-18,12:00,37.3,49.5,106.7,49.5,30.2,16.7,1.6,5.2,21.7,27.4,77,23.8,14.2,3.6
May-18,13:00,35.9,49.4,104.5,51.9,29.9,16.9,1.7,5.5,21.5,28,80.3,23.5,14.2,3.6
May-18,14:00,35.5,50.6,105,53.4,29.2,16.5,1.8,5.1,21.9,27.6,82.3,22.8,13.9,3.6
May-18,15:00,34.3,50.4,103,54.7,28.6,16.1,1.6,4.7,22.3,27.2,83.6,22.5,13.2,3.8
May-18,16:00,32.7,51.1,101.2,55.3,28.4,15.9,1.6,4.4,23.1,27.5,83.9,22.3,13.6,3.9
May-18,17:00,31.5,52.3,100.7,55,29.2,17.2,1.6,3.7,25.1,28,81.8,23.2,13.7,3.9
May-18,18:00,28.7,53,97,51.5,29.5,17.7,1.4,3.4,29.1,31.5,75.4,24,14,3.8
May-18,19:00,24.7,53.4,91.3,46.2,29.5,18.6,1.2,3.1,32.9,34.7,67.3,24.3,15.6,3.8
May-18,20:00,24,53.9,90.7,42.3,29.7,20.2,1.3,3.3,35.1,37.3,60.5,24.4,16.6,3.8
May-18,21:00,26.3,55.6,96,36.7,30.8,21.6,1.2,4.2,37.4,41.1,53.9,25.1,17.5,3.8
May-18,22:00,25.1,53.9,92.5,35,30.5,22.1,1,4.4,36.7,40.8,50.2,25.5,18.3,3.7
May-18,23:00,21.1,49.6,82,35.2,29.7,21.7,1,3.8,34.3,38,48.6,25.3,18.4,3.6
Jun-18,00:00,12.4,29.4,48.4,33.9,18.4,11.1,2,1.9,19.7,21.6,43.6,15.7,9.2,1.8
Jun-18,01:00,9.6,25.5,40.2,33.6,17.7,10.5,2.1,1.8,18,20,42.3,15.1,9.2,1.6
Jun-18,02:00,9.2,24.3,38.3,32.4,17.2,10.1,2.1,1.7,16.7,18.8,41.7,14.8,9.2,1.6
Jun-18,03:00,11.3,25,42.4,30.1,17.3,9.8,2.3,2.5,16.6,19.7,40.1,14.7,9.1,1.7
Jun-18,04:00,19.2,29.8,59.2,27.1,18.1,10.3,2.6,4,17.7,22.8,39.1,14.3,8.9,1.7
Jun-18,05:00,33.6,38.6,90,25.2,19.4,10.9,3.3,6.2,20.2,28.1,39.6,14.2,8.8,1.8
Jun-18,06:00,43.5,43.7,110.5,26.7,21,10.5,3.2,8.9,22.7,34.4,40.3,15.2,9.1,2
Jun-18,07:00,45.7,44.6,114.6,28.2,22.6,10.7,3.3,8.4,23,34,42.5,16.7,9.2,2
Jun-18,08:00,45.5,44.7,114.5,30.2,23,10.2,3.4,8.7,22,33.4,45.5,17,8.8,2.2
Jun-18,09:00,42.4,43,107.9,33.5,22.5,10,3.2,7.7,19.8,29.7,51.3,17,8.5,2.2
Jun-18,10:00,39.3,42,102.3,35.6,22.2,9.7,3.2,7,18.1,26.9,57.6,17.5,8.3,2.1
Jun-18,11:00,37,42.4,99.1,38.7,23,10,3,6.1,17.5,25.2,63,17.6,8.5,2.1
Jun-18,12:00,34.8,43.4,96.7,42.7,23.1,9.7,2.8,5.4,16.8,23.6,69.8,17.9,8.2,2.1
Jun-18,13:00,33.9,44.1,96,44.9,23.8,10.3,2.9,5.6,17,24.4,74.7,18.2,8.8,2.1
Jun-18,14:00,33.2,45.1,96.1,46.8,23.9,10.7,3,5.1,17.4,23.9,77.5,18.7,8.4,2.1
Jun-18,15:00,32.7,45.5,95.6,47.8,23.8,10.6,3.1,4.9,18.1,24.1,77.9,18.7,9.2,2.1
Jun-18,16:00,31,45.5,93,47.5,23.1,10.6,2.8,4.6,18.7,24.4,77.3,17.9,8.5,2
Jun-18,17:00,30.1,45.9,92,46.3,23.1,10.6,2.7,4.1,20.1,24.8,74.3,17.2,8.3,2
Jun-18,18:00,26.3,43.6,83.9,44,22.6,10.4,2.6,3.7,21.3,25.4,69.5,17.4,8.6,2
Jun-18,19:00,22,41.7,75.5,41.3,21.9,10.5,2.2,3.2,23.1,25.9,63.1,17.9,8.2,2.1
Jun-18,20:00,20.7,41.9,73.6,37.5,21.4,10.6,2,2.7,24.9,26.6,56.7,17.4,8.4,2
Jun-18,21:00,21.1,41.6,73.8,34.3,21.4,11.1,2,2.7,25.6,27.6,50.8,16.7,8.9,2
Jun-18,22:00,19.6,39.5,69.6,33.2,20.2,10.8,2,2.6,24.4,26.5,47.9,15.9,8.8,2
Jun-18,23:00,16.5,35,60.3,34.2,19.4,11,1.9,2.1,21.8,24,46.9,15.3,8.8,1.9
Jul-18,00:00,11.9,35.9,54.2,31.9,19.7,11.7,-2.3,1.9,24.6,28,45.4,17.3,10.2,2.3
Jul-18,01:00,9.6,31.9,46.6,30.9,19.2,11.8,-2.4,1.6,23.2,24,41.8,17.1,10.5,2
Jul-18,02:00,9.3,30.3,44.5,28,19,11.8,-2.2,1.4,21.7,22.8,39.8,17.1,10.7,2.1
Jul-18,03:00,11.9,31.6,49.8,25.3,19.6,12.3,-2,2.2,22.5,24.1,36.1,17,11.1,2.1
Jul-18,04:00,21.1,37.4,69.8,20.9,21.2,13,-1.4,4,25,29.4,32.2,17.6,11.3,2.2
Jul-18,05:00,36.6,45.2,101.2,18.7,22.8,13.7,-0.9,7.4,28.3,37.7,30.8,18.4,11.5,2.3
Jul-18,06:00,46.4,49.7,120.8,20.2,24.8,14,-1.2,10.3,30.1,44,33.2,20.1,12,2.5
Jul-18,07:00,47.4,51,123.7,23.3,25.5,13.2,-1.3,10.2,29.6,43.4,39.3,20.2,11.4,2.7
Jul-18,08:00,44.5,50.7,119,28.1,25.5,12.5,-1.1,8.8,27.3,38.8,48.1,20.2,10.5,2.7
Jul-18,09:00,40.5,49.3,111.4,34.2,24.2,11.7,-1.2,7.1,24,32.5,59.3,19.5,10,2.8
Jul-18,10:00,37.1,49.6,106.6,40.5,24.2,11.2,-1.3,5.6,21.2,27.7,72.4,19.4,9.8,2.7
Jul-18,11:00,34.2,50.2,102.7,46.8,24.7,11.7,-1.4,4.7,19.6,24.6,82,19.9,9.8,2.7
Jul-18,12:00,32.9,50.5,101,50.7,25.2,11.1,-1.4,3.9,18.2,22.2,89,19.9,10,2.5
Jul-18,13:00,31.3,50.6,98.6,53.1,25,11.5,-1.5,4.2,18.4,22.7,93.2,19.7,9.8,2.5
Jul-18,14:00,30.7,51.1,98.2,54.6,24.7,11.4,-1.5,3.7,18.2,21.9,96.1,19.8,9.4,2.5
Jul-18,15:00,29.6,51.2,96.5,55.5,25.1,10.9,-1.7,3.3,18.3,21,95.5,19.3,9.4,2.5
Jul-18,16:00,29.1,51.3,96,54.2,24.3,11,-1.6,3.3,19.1,21.9,92,19,9.1,2.4
Jul-18,17:00,28,51.3,94.3,51.8,23.2,10.9,-1.8,2.9,20.2,22.1,87.5,18,8.8,2.5
Jul-18,18:00,25.1,49.1,87.6,49.8,22.5,10.3,-1.8,2.6,21.5,23,82,17.8,9,2.5
Jul-18,19:00,20.8,46.2,78.2,47.7,22.3,11,-2,2.2,22.7,23.4,76.8,18.2,8.9,2.4
Jul-18,20:00,19.2,45.8,75.2,43.6,22.9,11.8,-2,2.2,25.4,26.1,68.4,18.5,9.5,2.5
Jul-18,21:00,20.1,46.3,77.2,38,22.4,11.4,-2.1,2.2,27.1,27.5,59.4,17.9,9.7,2.4
Jul-18,22:00,19.1,44.6,73.9,33.9,21.7,11.8,-2.3,2.1,27,27.5,52.9,17.6,9.6,2.4
Jul-18,23:00,16.5,41.5,66.8,32.5,20.4,11.6,-2.3,2.1,26.1,26.8,48.5,17.3,9.9,2.3
Aug-18,00:00,17.2,31.2,57.6,19.6,14.2,7.8,1.5,3.7,21.2,25.6,26,11.8,6.7,1.8
Aug-18,01:00,14.1,27.5,49,20.4,13.3,7.3,1.5,3.4,19.8,23.9,24.3,11.5,6.7,1.8
Aug-18,02:00,13.4,25.6,46.1,18.1,12.8,7,1.5,3.1,18,22,24.2,10.7,6.3,1.8
Aug-18,03:00,15.3,26.1,49.5,16.2,12.7,6.9,1.6,4,18,23.1,22.8,10.5,5.8,1.8
Aug-18,04:00,26,31.2,71,13,13.5,7.3,1.9,5.7,19.6,26.4,20.5,10.5,5.8,1.8
Aug-18,05:00,46,39.4,109.9,11.1,16.1,8.3,2.5,10.5,23.2,36.3,18.2,11.5,6.1,1.8
Aug-18,06:00,55.4,43.2,128.2,12.3,17.4,8.2,2.1,12.3,25.1,40.6,19.3,11.6,6.7,2
Aug-18,07:00,52.8,42.4,123.4,14.4,17.8,8.1,2.1,11.7,24.1,39.4,23.3,12.3,6.8,2
Aug-18,08:00,49.5,41.1,117.1,17.3,18.1,7.6,2.1,10,21.8,34.7,29.2,12.6,6.4,2.1
Aug-18,09:00,45.5,40.1,109.9,20.2,16.8,7.4,2,8.1,19,29.6,36,12,6.4,2.2
Aug-18,10:00,43.2,40.3,106.5,22.9,16.8,7.6,2,7.3,17.9,27.1,41.9,11.7,6.1,2
Aug-18,11:00,41.2,40.7,103.9,25.8,16.6,7.2,2,6.5,16.8,25.2,46.7,11.1,5.7,2
Aug-18,12:00,38.7,40.8,100.2,28.9,16.5,7.1,1.8,5.8,15.9,22.9,52.2,11,5.9,2
Aug-18,13:00,37.5,41.5,98.9,31.4,16.8,7.3,1.9,5.4,16.1,22.4,56.7,11.3,5.6,1.9
Aug-18,14:00,36.8,42.8,99.3,32.2,17,7.7,2,5.4,16.3,22.5,58.8,11.5,5.9,2
Aug-18,15:00,36.2,43.7,99.3,33.5,17.3,7.8,1.9,5.1,16.9,22.3,59.9,11.6,6,2.1
Aug-18,16:00,34.3,44.8,97.4,33.7,17.2,7.5,1.8,4.3,17.8,22.2,59.8,12.1,5.9,1.9
Aug-18,17:00,34.1,46.1,98.3,32.8,17,7.9,1.7,3.9,19.4,23.3,56.4,12.6,6.5,1.9
Aug-18,18:00,29.9,44.6,90.5,30.1,17.9,8.4,1.5,3.7,21.4,24.7,50.4,12.7,6.4,2
Aug-18,19:00,27.5,44.1,86.3,25.5,18,8.5,1.5,3.4,24.5,27.4,42.5,13.5,6.8,1.9
Aug-18,20:00,27,43.4,84.7,22.2,17.6,9.3,1.5,4,26.5,30.4,36.1,13.4,7.3,2
Aug-18,21:00,27.8,42.5,85.1,20.6,17.3,9.3,1.5,4.3,26.2,30.9,33,13.2,7.3,1.9
Aug-18,22:00,25.8,40.5,80.1,19.2,16.3,9.1,1.4,4.8,25.7,31.3,29.7,12.9,7.2,1.9
Aug-18,23:00,22.7,37.2,72.1,18.7,15.6,8.8,1.2,4.5,24.1,29.8,27.4,12.5,7.2,1.9
Sep-18,00:00,24,37.2,73.9,24.1,16.5,9.7,-0.2,9.7,27.6,41.5,31.3,14,8.6,1.2
Sep-18,01:00,20.8,32.9,64.9,24.2,15.6,9.2,-0.3,9.4,25.4,38.6,30.5,13.6,8.2,1
Sep-18,02:00,20,30.1,60.7,23.2,15.4,9.4,-0.3,8.9,23,36,30,13.4,8,1
Sep-18,03:00,21.5,29.2,62.2,22.4,15.2,8.6,0,8.9,21.9,34.4,29,12.9,7.6,1
Sep-18,04:00,31.6,33.5,81.9,19.5,16,9.4,0.4,11.2,23.2,38.6,27.4,12.6,7.6,1.1
Sep-18,05:00,54.3,42.7,126,16.8,18.2,10.1,1.9,17.5,27.4,51.5,24.8,13.4,7.9,1.2
Sep-18,06:00,74.4,50.6,164.6,15.6,20.8,10.8,1.5,26.9,31.8,70.9,23,15.5,8.6,1.5
Sep-18,07:00,72,51.8,162.2,16.9,23,11.7,0.9,26.2,33.6,70.8,25.1,16.6,9.7,1.5
Sep-18,08:00,61.2,50.4,144.2,20.3,23.8,12.1,0.7,20.2,31.8,59,31.1,16.9,9.9,1.6
Sep-18,09:00,49.6,47,123.1,25.2,21.7,10.3,0.3,12.6,26.4,42.9,40.3,15.7,8.8,1.4
Sep-18,10:00,40.2,42.5,104.2,29.5,19.7,9,0.1,7.2,21,29.9,49.7,14.3,7.6,1.2
Sep-18,11:00,37.7,41.7,99.5,32.6,19.5,8.4,0.1,5.6,18.5,24.9,55.5,14,6.9,1.1
Sep-18,12:00,36.7,42.2,98.5,34.8,19.1,8.4,0.2,5,17.7,23.1,59.3,13.7,6.7,1.1
Sep-18,13:00,35.6,42.3,97,37,18.7,8.3,0,5.1,17.3,23,62.3,12.9,6.2,1.1
Sep-18,14:00,35,43,96.7,38,19.3,7.8,0.3,4.7,17.7,22.8,64.1,13.3,6.2,1.1
Sep-18,15:00,34.7,44.6,97.8,38.1,19.3,8,0.3,4.4,18.7,23.3,64,13.3,6.3,1.1
Sep-18,16:00,35.3,47.5,101.7,37.4,18.6,8.3,0.2,4.3,20.9,25.4,62,13.4,6.6,1
Sep-18,17:00,37.7,52,109.9,34.6,18.9,9,0.5,3.9,25.8,29.4,55.9,13.7,7.1,1
Sep-18,18:00,39.7,56.2,117,28.9,20,9.8,0.1,5.2,33.5,39.4,45.3,14.7,7.5,1
Sep-18,19:00,39,55.5,115.3,25.5,20.3,10.7,0.3,8.1,36.6,47.1,38.3,15.3,8.8,1
Sep-18,20:00,37.5,52.3,109.9,24.7,20.3,10.8,0.5,10,36.1,49.9,35.4,15.5,8.8,1.2
Sep-18,21:00,37,50.3,107,23.3,19.5,10.8,0.3,10.9,35.2,50.1,33.3,14.9,8.9,1.1
Sep-18,22:00,33.9,46.9,98.8,22.9,18.4,10.5,0.3,10.6,32.6,46.9,32.6,14.7,8.7,1.1
Sep-18,23:00,29,42,86.5,23.5,17.2,9.9,0.1,9.7,29.8,43.6,32.6,14,8.4,1.1
Oct-18,00:00,26.8,35.3,76.3,22.7,16.6,10.6,-1.4,11.7,26.3,42.6,27.7,14.5,9.1,2.6
Oct-18,01:00,21.5,30.5,63.5,24.2,15.6,9.6,-1.2,9.6,23.5,37,29.2,13.7,8.2,2.5
Oct-18,02:00,19.8,28.2,58.6,24.3,14.9,9.2,-1.3,8.9,21.3,34,30.1,13.5,7.8,2.5
Oct-18,03:00,21.5,28.2,61.1,23.1,14.4,9.2,-1.2,9.6,21.1,34.6,29.3,13.2,7.8,2.4
Oct-18,04:00,30.8,33.5,80.7,20.3,15.4,9.6,-0.9,10.6,23.3,38.2,27.2,13,7.8,2.5
Oct-18,05:00,54.3,44.4,127.6,15.9,17.9,11.1,0.2,16.3,29.4,52.1,22.7,13.5,8.5,2.6
Oct-18,06:00,79.1,54.3,175.5,13,20.3,11.3,0.6,25.5,36.2,72.7,17.9,14.4,8.7,3
Oct-18,07:00,85.8,57.1,188.6,13.3,22.1,11.7,0.6,31,39,83.8,17.8,16.1,9.1,3.2
Oct-18,08:00,80.1,56.1,178.8,15.4,22.6,11.5,0.2,27.6,37.3,76.7,21.9,16.5,9.2,3.1
Oct-18,09:00,66.8,51.9,154.2,19,21.2,11.5,-0.2,20.2,32.6,60.6,28.1,15.4,9.1,3
Oct-18,10:00,55.2,48.3,133,21.3,19.7,10.6,-0.8,13.3,28,46.1,34.1,14.3,8.6,2.8
Oct-18,11:00,49,46.5,121.6,23.4,19.7,10.4,-1.2,9.6,24.4,36.7,39.9,14.3,8,2.7
Oct-18,12:00,46.1,45.5,116.1,26.1,19.3,10.1,-1.2,8.1,22.8,33,43.9,14,7.6,2.6
Oct-18,13:00,45.5,46.3,116,27,19.1,9.8,-1.2,7.6,22.9,32.6,45.6,13.6,7,2.7
Oct-18,14:00,45.6,48,118,26.7,19.4,10.1,-0.9,6.9,23.8,32.5,45.7,13.7,7.3,2.6
Oct-18,15:00,45.7,50.7,120.8,25.7,19.2,10.3,-1.1,6.5,26.5,34.3,43.2,14,7.7,2.6
Oct-18,16:00,48.3,55.8,129.8,22.8,19.9,11.3,-1.1,6.8,32,40.4,37.2,14.5,8.5,2.6
Oct-18,17:00,55,62.4,146.7,18.4,21.1,12.5,-0.7,8.8,40.2,52.1,27.9,15.7,9.1,2.5
Oct-18,18:00,57.8,64.3,153,16.6,22.4,14.3,-0.5,13.5,44,63.1,23.1,17.1,10.7,2.6
